AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"Industry, value added (% of GDP)",331,China,CHN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,46.0868434737,46.6813240024,47.0374712005,47.0277415822,45.7199674378,45.2695877597,45.4276215895,44.6738199916,44.3169534388,45.4882158334,45.7518430209,46.8688910669,47.3973681478,46.6926647847,46.7552028924,45.6703600275,46.1735179248,46.1432465063
"Industry, value added (constant 2005 US$)",333,China,CHN,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,3.501224295e+11,3.98709646378e+11,4.47002395275e+11,4.93822804266e+11,5.37816320639e+11,5.81692049819e+11,6.36345307107e+11,6.90115160452e+11,7.57960583292e+11,8.53957145123e+11,9.4877583503e+11,1.06326498607e+12,1.20584638226e+12,1.38688529682e+12,1.52281171779e+12,1.67617064198e+12,1.88865873673e+12,2.08842581482e+12
"Industry, value added (constant LCU)",334,China,CHN,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,2.4938738547e+12,2.83995391023e+12,3.18393651087e+12,3.51743183711e+12,3.83079159648e+12,4.1433123739e+12,4.5326e+12,4.91559526145e+12,5.39884886627e+12,6.0826191578e+12,6.7579996298e+12,7.57349008792e+12,8.58907774e+12,9.878593e+12,1.084677818e+13,1.193913268e+13,1.345265612e+13,1.487556951e+13
"Interest rate spread (lending rate minus deposit rate, %)",350,China,CHN,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,0.0,1.08,2.61,2.97,2.61,3.6,3.6,3.6,3.33,3.33,3.33,3.33,3.6,3.33,3.06,3.06,3.06,3.06
Internet users (per 100 people),354,China,CHN,Internet users (per 100 people),IT.NET.USER.P2,0.00116811453003,0.00495470950415,0.0130816917951,0.032394860934,0.168540297317,0.708187956801,1.77591320677,2.63965021486,4.59570433078,6.2,7.3,8.5232570027,10.5231526194,16.0,22.6,28.9,34.3,38.3
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",358,China,CHN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,76.5,75.5999984741,74.4000015259,73.0,71.3000030518,69.5,67.6999969482,65.4000015259,63.2999992371,61.2000007629,59.4000015259,57.9000015259,56.7000007629,55.7000007629,54.9000015259,54.0,52.7999992371,53.4000015259
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",359,China,CHN,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,76.0999984741,75.5,74.5,73.3000030518,71.8000030518,70.0999984741,68.5,66.5,64.6999969482,63.0,61.5,60.5,59.7000007629,59.2000007629,58.9000015259,58.4000015259,57.5,58.0999984741
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",360,China,CHN,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,76.3000030518,75.5,74.5,73.0999984741,71.5,69.8000030518,68.0999984741,66.0,64.0,62.0999984741,60.5,59.2000007629,58.2999992371,57.5999984741,57.0,56.2999992371,55.2999992371,55.9000015259
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",361,China,CHN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,78.6999969482,78.5,78.3000030518,78.0,77.5999984741,77.0999984741,76.6999969482,75.8000030518,74.9000015259,74.0,73.0999984741,72.3000030518,71.5999984741,71.0,70.4000015259,69.9000015259,69.4000015259,69.6999969482
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",362,China,CHN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.3000030518,72.1999969482,72.0,71.6999969482,71.4000015259,71.0999984741,70.6999969482,69.9000015259,69.0,68.1999969482,67.3000030518,66.5,65.8000030518,65.1999969482,64.5999984741,64.0999984741,63.5,63.7000007629
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",363,China,CHN,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,89.0999984741,89.0999984741,89.0,88.8000030518,88.5,88.0999984741,87.6999969482,87.0999984741,86.4000015259,85.5999984741,85.0,84.4000015259,83.9000015259,83.5999984741,83.3000030518,83.0999984741,82.9000015259,83.1999969482
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",364,China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.8000030518,84.6999969482,84.5,84.3000030518,84.0,83.5999984741,83.0999984741,82.4000015259,81.6999969482,80.9000015259,80.1999969482,79.5,79.0,78.5999984741,78.3000030518,77.9000015259,77.5999984741,77.8000030518
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",365,China,CHN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,84.0999984741,84.0,83.8000030518,83.5999984741,83.1999969482,82.8000030518,82.4000015259,81.5999984741,80.8000030518,80.0,79.1999969482,78.5999984741,78.0,77.5,77.0999984741,76.6999969482,76.4000015259,76.6999969482
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",366,China,CHN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,78.6999969482,78.5999984741,78.4000015259,78.1999969482,77.9000015259,77.5,77.0999984741,76.3000030518,75.5,74.6999969482,73.9000015259,73.1999969482,72.5999984741,72.0999984741,71.5999984741,71.1999969482,70.6999969482,71.0
"Labor force, female (% of total labor force)",367,China,CHN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.925733572,44.9372588072,44.9472325384,44.8944397386,44.8974492258,44.9550483387,44.9450221751,44.9016960111,44.7918843367,44.7436375415,44.6255181359,44.508923255,44.4012942054,44.2953880598,44.1865053201,44.0835950577,43.9738395255,43.9208819605
"Labor force, total",368,China,CHN,"Labor force, total",SL.TLF.TOTL.IN,674951877.0,683685679.0,695031065.0,704441984.0,712175657.0,719956928.0,729490391.0,735540448.0,742455842.0,749740411.0,756305157.0,762608154.0,767136988.0,772098426.0,776125592.0,779867875.0,781054640.0,790183028.0
Land area (sq. km),369,China,CHN,Land area (sq. km),AG.LND.TOTL.K2,9388250.0,9388240.0,9388230.0,9388230.0,9388230.0,9388230.0,9388220.0,9388214.2,9388213.2,9388212.7,9388212.5,9388211.8,9388211.4,9388210.8,9388210.8,9388211.0,9388211.0,9388211.0
Land under cereal production (hectares),370,China,CHN,Land under cereal production (hectares),AG.LND.CREL.HA,87436560.0,89309000.0,92208130.0,91959386.0,92118640.0,91617160.0,85264010.0,82595600.0,81466293.0,76810000.0,79351255.0,81873900.0,83143180.0,85777000.0,86249000.0,88401090.0,89907000.0,91006790.0
"Life expectancy at birth, female (years)",372,China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.814,72.002,72.229,72.506,72.836,73.214,73.622,74.036,74.43,74.784,75.087,75.339,75.545,75.723,75.889,76.049,76.207,76.365
"Life expectancy at birth, male (years)",373,China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.561,68.736,68.976,69.3,69.71,70.197,70.73,71.271,71.774,72.209,72.562,72.83,73.029,73.187,73.333,73.477,73.626,73.782
"Life expectancy at birth, total (years)",374,China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.1478292683,70.3291707317,70.5628292683,70.863902439,71.2348780488,71.6687073171,72.1407317073,72.6197804878,73.0696097561,73.465097561,73.7937073171,74.053902439,74.2563170732,74.4240731707,74.5798292683,74.7316341463,74.8850243902,75.042
Livestock production index (2004-2006 = 100),376,China,CHN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,59.3,64.98,68.48,70.84,76.32,79.28,84.01,85.26,88.02,92.89,95.98,100.26,103.76,107.6,111.83,115.68,119.01,119.74
Lower secondary school starting age (years),378,China,CHN,Lower secondary school starting age (years),SE.SEC.AGES,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Manufactures exports (% of merchandise exports),380,China,CHN,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,82.3110409855,84.1302321003,84.3581779106,85.3583330361,87.2949993935,88.2804360189,88.2179854787,88.6032261973,89.8408932735,90.5704715651,91.3819073467,91.879064087,92.378699583,93.0760487804,92.9891200516,93.5740604965,93.550653509,93.2994447536
Manufactures imports (% of merchandise imports),381,China,CHN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,83.8686757179,79.008109046,79.1048520756,77.1403287315,81.2596985271,80.2855863717,75.1159084214,77.5619460332,79.6187129581,78.893794492,75.2624344655,73.0732433622,71.1822251312,68.4687549962,61.9302952322,64.3767059245,61.4503418644,56.5853095904
"Manufacturing, value added (% of GDP)",382,China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,33.4464219226,33.468980597,33.3264224819,32.9921560113,31.6605550276,31.4127750214,31.9381024091,31.4593001467,31.2413454951,32.6701143386,32.1990466878,32.3396155373,32.7180033732,32.6338134217,32.3721991705,31.8602988694,31.8718638093,31.1071809069
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),391,China,CHN,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,4.21554365992,5.05250607554,4.72728673966,4.9195874767,4.12519306228,4.21579697952,4.88631366066,5.06362007101,5.29859248322,5.22515061443,5.27257747449,5.28031211509,5.15416076845,5.49094109921,5.96281460175,6.64439665571,6.96496526716,7.40576484747
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),394,China,CHN,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1.01338258898,0.997066958472,1.00258062382,1.04709303915,1.28862578844,1.42463423893,1.29241047783,1.41981418229,1.54165942699,1.53730766862,1.49224168572,1.54250059356,1.68428468253,1.92337306571,2.09418169603,2.5450738322,2.38388238159,2.28145382213
Merchandise exports to developing economies in South Asia (% of total merchandise exports),395,China,CHN,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1.45911257095,1.6863948227,1.4803744253,1.45646583535,1.40705636493,1.50179546107,1.52338370544,1.55368617203,1.67292625349,1.64047895504,1.89082771411,2.09368279799,2.41391686098,2.88450059516,3.09709560702,3.48395782205,3.64723181236,3.75146049803
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),396,China,CHN,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,0.947277149902,1.18705406893,1.23420434624,1.26738190386,1.62310162232,1.40622871096,1.42192992312,1.6418284823,1.52042756584,1.69193856345,1.65657166633,1.74120918689,1.94417273684,2.15456667898,2.52314647239,2.73245372489,2.7455820818,2.92117523619
Merchandise exports to developing economies outside region (% of total merchandise exports),397,China,CHN,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,5.43433554515,6.07937673707,5.70097840108,6.25980275854,7.19028348454,7.04817837649,7.23668763944,7.6170411641,8.05739629349,8.37965262301,8.97329557801,9.64167341119,11.7253433689,12.8577540533,14.777478427,15.134488582,15.7686755015,16.3598942052
Merchandise exports to developing economies within region (% of total merchandise exports),398,China,CHN,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,4.21554365992,5.05250607554,4.72728673966,4.9195874767,4.12519306228,4.21579697952,4.88631366066,5.06362007101,5.29859248322,5.22515061443,5.27257747449,5.28031211509,5.15416076845,5.49094109921,5.96281460175,6.64439665571,6.96496526716,7.40576484747
Merchandise exports to economies in the Arab World (% of total merchandise exports),399,China,CHN,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2.32024142439,2.18940976651,2.08750107498,2.10530277767,2.42143630714,2.55167336972,2.55668547261,2.70908242193,2.95555316791,2.97677811717,2.97023786863,3.09768740482,3.28030343988,3.74273381767,4.3801205848,4.65676494322,4.11263768461,4.10082659513
Merchandise exports to high-income economies (% of total merchandise exports),400,China,CHN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,89.6393865934,88.047527491,88.8518407039,88.7935052397,88.6501297966,88.6748794476,87.8228199284,87.2592588288,86.5702023939,86.3015616909,85.6925054788,84.9945953745,83.0244865975,81.5602822313,79.2083932058,78.0844614617,77.0232242672,75.9859367328
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),404,China,CHN,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,4.41262683007,5.10948525684,5.43498837703,5.87976688731,6.1871802543,6.76095234072,7.78222182747,7.58447039213,8.3167252234,9.07862952843,8.92493638677,9.04593839317,9.31932171666,9.74404205546,8.82202832356,9.05825110321,9.60592482621,9.8450880079
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),406,China,CHN,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1.45827960521,1.70278368378,1.83239461961,1.75657238522,1.27519535563,0.977638518447,1.30409459309,1.58599112359,1.78752132413,2.23946215931,2.47258292009,2.48722666267,2.73833906084,3.2312020463,3.85433617217,4.15078225702,4.16019754625,4.50740379114
Merchandise imports from developing economies within region (% of total merchandise imports),411,China,CHN,Merchandise imports from developing economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,4.41262683007,5.10948525684,5.43498837703,5.87976688731,6.1871802543,6.76095234072,7.78222182747,7.58447039213,8.3167252234,9.07862952843,8.92493638677,9.04593839317,9.31932171666,9.74404205546,8.82202832356,9.05825110321,9.60592482621,9.8450880079
Merchandise imports from high-income economies (% of total merchandise imports),413,China,CHN,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,88.5267280867,87.4202628572,86.7537564142,86.0021644169,87.0801837803,86.1289304722,82.0595345842,82.4462230105,80.1060868535,77.2034384114,75.5271207234,73.0850984295,71.4403587806,70.0506652472,69.2389008057,69.4766410663,67.5848420785,66.8097560415
Merchandise trade (% of GDP),414,China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.0838269362,38.3677210056,33.6740432563,33.9361049333,31.5962464167,33.1021129664,39.3522357915,38.2551986265,42.4625527318,51.5774870042,59.4596428447,62.6778444643,64.4900468104,61.7801229687,56.231189168,43.6321774867,49.2412111682,48.6072473191
Military expenditure (% of GDP),415,China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.7932463743,1.71111304143,1.7450885608,1.67444085636,1.76476759378,1.88717526891,1.8411185522,2.05766909343,2.16442698468,2.10742745924,2.06079860921,2.04039030468,2.07574678645,2.03641970693,2.01072330156,2.20930400556,2.04204909233,1.96540758711
Money and quasi money (M2) as % of GDP,422,China,CHN,Money and quasi money (M2) as % of GDP,FM.LBL.MQMY.GD.ZS,96.8235396083,99.3680659842,106.319483934,115.659559735,124.358516417,134.211272712,136.265054928,141.843985331,146.249764467,154.51502073,150.842818067,152.242422906,158.783882501,150.527241685,150.012328268,176.554678562,177.511973636,175.903642575
"Mortality rate, adult, female (per 1,000 female adults)",425,China,CHN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,116.6694,114.5986,112.5278,110.457,108.073,105.689,103.305,100.921,98.537,96.5916,94.6462,92.7008,90.7554,88.81,86.324,83.838,81.352,78.866
"Mortality rate, adult, male (per 1,000 male adults)",426,China,CHN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,166.184,164.81,163.436,162.062,155.8416,149.6212,143.4008,137.1804,130.96,128.5424,126.1248,123.7072,121.2896,118.872,115.7386,112.6052,109.4718,106.3384
"Mortality rate, infant (per 1,000 live births)",427,China,CHN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.0,37.7,36.4,35.0,33.5,31.9,30.2,28.3,26.2,24.2,22.2,20.3,18.7,17.2,15.8,14.6,13.5,12.5
"Mortality rate, neonatal (per 1,000 live births)",428,China,CHN,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,28.0,26.9,25.7,24.4,23.3,22.2,21.2,20.1,18.6,17.1,15.5,14.0,12.6,11.3,10.1,9.1,8.2,7.5
"Mortality rate, under-5 (per 1,000 live births)",429,China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,49.3,47.5,45.6,43.6,41.5,39.3,36.9,34.3,31.6,28.9,26.3,24.0,21.9,20.1,18.5,17.0,15.7,14.5
Net barter terms of trade index (2000 = 100),434,China,CHN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,102.040816326,101.941747573,105.940594059,110.204081633,110.638297872,104.12371134,100.0,102.230791012,102.19726486,98.1446828151,92.8722290566,86.971661699,83.3213075124,81.4861629502,74.9403200124,81.598028571,74.4751960461,70.0708480336
"Net official flows from UN agencies, UNDP (current US$)",489,China,CHN,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,25170000.0,28860000.0,22430000.0,26760000.0,14380000.0,15540000.0,12730000.0,8880000.0,9650000.0,8600000.0,8960000.0,9350000.0,8460000.0,9820000.0,7740000.0,7680000.0,6260000.0,5820000.0
"Net official flows from UN agencies, UNICEF (current US$)",492,China,CHN,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,22490000.0,20030000.0,18340000.0,18750000.0,17500000.0,14790000.0,18100000.0,12530000.0,11360000.0,12020000.0,12340000.0,14390000.0,11140000.0,13330000.0,11960000.0,10540000.0,11000000.0,10190000.0
Number of infant deaths,500,China,CHN,Number of infant deaths,SH.DTH.IMRT,694178.0,569501.0,503219.0,476164.0,473970.0,477221.0,472967.0,457841.0,435516.0,410531.0,381407.0,350485.0,320578.0,289733.0,260204.0,235968.0,216375.0,201706.0
Number of neonatal deaths,501,China,CHN,Number of neonatal deaths,SH.DTH.NMRT,497373.0,405525.0,354547.0,331231.0,328961.0,331446.0,331419.0,324671.0,308734.0,289686.0,265937.0,241394.0,215710.0,190082.0,166097.0,146867.0,131241.0,120859.0
Number of under-five deaths,502,China,CHN,Number of under-five deaths,SH.DTH.MORT,960972.0,809206.0,700611.0,644236.0,621642.0,607828.0,585027.0,554286.0,519912.0,482382.0,443233.0,406101.0,370640.0,335768.0,303084.0,274052.0,251554.0,233813.0
"Official exchange rate (LCU per US$, period average)",503,China,CHN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,8.61874266667,8.35141666667,8.314175,8.28981666667,8.27895833333,8.27825,8.27850416667,8.27706833333,8.2769575,8.27703666667,8.27680083333,8.19431666667,7.97343833333,7.6075325,6.948655,6.83141605177,6.77026902871,6.46146132655
Permanent cropland (% of land area),510,China,CHN,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.990599952068,1.10989919303,1.13972495348,1.17167985872,1.17167985872,1.17167985872,1.17168110675,1.17168183061,1.19298526369,1.23559194606,1.27819859212,1.31547948247,1.34210867898,1.41134453436,1.44862533338,1.49123192907,1.54449021225,1.6190518087
Population ages 0-14 (% of total),531,China,CHN,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,28.0415235797,27.8063231204,27.1882717344,26.7669869468,26.3876313985,25.844118557,25.0651326427,24.2040308486,23.1970305121,22.0996122412,21.0372107289,20.0890942432,19.4014935128,18.7431660567,18.1693110254,17.7230521233,17.414905326,17.2004313821
Population ages 15-64 (% of total),532,China,CHN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,66.2278981148,66.3429926657,66.7880338962,67.0490019411,67.2747950806,67.6633898211,68.2841408103,68.9661911352,69.7974446432,70.7228505072,71.6225257877,72.4185745836,72.96611276,73.4862992314,73.9175698079,74.2079763601,74.3390743195,74.3531397722
Population ages 65 and above (% of total),533,China,CHN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,5.73057830547,5.85068421396,6.02369436943,6.18401111212,6.33757352085,6.49249162192,6.65072654699,6.82977801621,7.00552484474,7.17753725158,7.34026348342,7.49233117328,7.63239372725,7.77053471191,7.91311916669,8.06897151661,8.24602035446,8.44642884569
Population density (people per sq. km of land area),534,China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,126.949644502,128.336621135,129.688982907,131.023100201,132.286384121,133.43676071,134.492481003,135.473048751,136.38377961,137.23591925,138.05343669,138.867766064,139.645342882,140.37658805,141.09770522,141.801244135,142.487743405,143.172112344
Population growth (annual %),535,China,CHN,Population growth (annual %),SP.POP.GROW,1.13026063216,1.08650915089,1.04814151412,1.0234500242,0.959550406298,0.865851392993,0.787956592954,0.726380637839,0.669999567759,0.622860936134,0.593932815112,0.588124989557,0.558374367373,0.522271866392,0.512386931637,0.497381400885,0.482959688678,0.47915045425
Population in largest city,536,China,CHN,Population in largest city,EN.URB.LCTY,9861717.0,10449535.0,11073273.0,11732372.0,12431692.0,13172695.0,13958981.0,14567277.0,15087756.0,15626832.0,16185952.0,16763455.0,17362403.0,17982750.0,18626163.0,19290732.0,19979977.0,20693849.0
Population in the largest city (% of urban population),537,China,CHN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2.75592788819,2.80121988609,2.84957928941,2.90056632479,2.95566118312,3.01596123571,3.08145856178,3.08780967896,3.06665634133,3.04929274224,3.03529986956,3.02388675094,3.01892747783,3.01890721557,3.02136761058,3.02643731303,3.03417123263,3.04425679825
Population in urban agglomerations of more than 1 million,538,China,CHN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,135626604.0,143540312.0,152142471.0,161502411.0,171751961.0,182960094.0,195268378.0,204269750.0,211476797.0,218865905.0,226391448.0,234155582.0,242248746.0,250675164.0,259463456.0,268592824.0,278116789.0,287340155.0
Population in urban agglomerations of more than 1 million (% of total population),539,China,CHN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.379646008,11.9134926609,12.4957883454,13.1294767392,13.829384066,14.6048521036,15.4650260366,16.0608365766,16.5164633708,16.9874188916,17.4674650773,17.9605729758,18.4778833275,19.0210195882,19.5872476985,20.1758352238,20.7905920214,21.3774080632
"Population, female (% of total)",540,China,CHN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.6500545456,48.6447873388,48.64157373,48.6400212341,48.6388134672,48.6361746793,48.6309043202,48.6225590391,48.6116634982,48.5991791493,48.586504566,48.5746423851,48.5639475921,48.5541437415,48.5448482505,48.5354427157,48.5255464237,48.515087674
"Population, total",541,China,CHN,"Population, total",SP.POP.TOTL,1191835000.0,1204855000.0,1217550000.0,1230075000.0,1241935000.0,1252735000.0,1262645000.0,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1344130000.0
"PPG, IBRD (DOD, current US$)",573,China,CHN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,5933288000.0,7209433000.0,7615907000.0,8238641000.0,9644393000.0,10400447000.0,11118246000.0,11549545000.0,11254207000.0,10656808000.0,11034761000.0,11139798000.0,11415040000.0,11761514000.0,12464003000.0,12756051000.0,12961701000.0,13021286000.0
"PPG, IDA (INT, current US$)",580,China,CHN,"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,41396000.0,49391000.0,52406000.0,55557000.0,58706000.0,64405000.0,65352000.0,63949000.0,66943000.0,72125000.0,77635000.0,78630000.0,73754000.0,73886000.0,79080000.0,69147000.0,67073000.0,71549000.0
"PPG, multilateral (DOD, current US$)",585,China,CHN,"PPG, multilateral (DOD, current US$)",DT.DOD.MLAT.CD,13587847000.0,16301885000.0,17695140000.0,18973283000.0,22283407000.0,23855612000.0,25811290000.0,26860630000.0,27421303000.0,26235967000.0,26525446000.0,26413259000.0,27737948000.0,29257621000.0,30655488000.0,33207050000.0,35119852000.0,34638446000.0
"PPG, multilateral concessional (INT, current US$)",591,China,CHN,"PPG, multilateral concessional (INT, current US$)",DT.INT.MLTC.CD,43669000.0,52683000.0,55506000.0,58370000.0,59670000.0,68140000.0,68909000.0,65503000.0,67926000.0,72836000.0,78278000.0,78630000.0,73754000.0,73886000.0,79080000.0,69147000.0,67073000.0,71549000.0
"PPG, official creditors (DOD, current US$)",597,China,CHN,"PPG, official creditors (DOD, current US$)",DT.DOD.OFFT.CD,28973267000.0,36981620000.0,39432570000.0,39754973000.0,45123961000.0,50425544000.0,50374408000.0,50549621000.0,50804380000.0,51575211000.0,57476133000.0,52420853000.0,54333666000.0,58323390000.0,63348598000.0,68357590000.0,67203853000.0,67684068000.0
"PPP conversion factor, GDP (LCU per international $)",616,China,CHN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,2.45039311846,2.72800446568,2.85354613619,2.85050566741,2.79410269858,2.71696469587,2.7104774632,2.70439027609,2.67915658069,2.6946184764,2.8037678844,2.82165152025,2.8443646664,2.98762310187,3.15892022989,3.13175916025,3.30861691118,3.50553600718
"PPP conversion factor, private consumption (LCU per international $)",617,China,CHN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,3.3783615197,3.84143699715,4.04269902766,4.06123223258,3.96537629533,3.82583772833,3.71031329069,3.63442030161,3.5502740165,3.51159542734,3.55287337709,3.49888587511,3.43913656668,3.50258837996,3.57090305308,3.558453369,3.61707828505,3.69611183431
Pregnant women receiving prenatal care (%),618,China,CHN,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,76.3,78.7,83.7,85.9,87.1,89.3,89.4,90.3,90.1,88.9,89.7,89.8,89.7,90.9,91.0,92.2,94.1,93.7
Prevalence of anemia among children (% of children under 5),619,China,CHN,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,20.4,18.5,17.0,15.7,14.6,13.8,13.2,12.7,12.4,12.3,12.4,12.7,13.1,13.7,14.6,15.7,17.1,18.7
Prevalence of anemia among non-pregnant women (% of women ages 15-49),620,China,CHN,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.8,26.8,25.0,23.4,22.0,20.7,19.6,18.7,18.0,17.5,17.3,17.2,17.3,17.6,17.9,18.2,18.8,19.4
Prevalence of anemia among pregnant women (%),621,China,CHN,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,29.7,28.7,27.8,26.8,25.9,25.1,24.2,23.5,22.9,22.4,22.1,21.9,21.8,21.7,21.7,21.7,21.7,21.8
Prevalence of undernourishment (% of population),622,China,CHN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,22.0,20.1,18.5,17.6,16.9,16.5,16.3,16.1,16.0,15.9,15.9,15.7,15.3,14.8,14.2,13.4,12.5,11.8
Price level ratio of PPP conversion factor (GDP) to market exchange rate,623,China,CHN,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,0.284311219782,0.326679720447,0.343213538152,0.343857001858,0.337488683171,0.328203206056,0.327415602736,0.326732875741,0.323688574872,0.325553526441,0.338750227672,0.344342503943,0.356731716257,0.392720749507,0.45460593059,0.458435922395,0.488695761071,0.542526659008
Primary school starting age (years),631,China,CHN,Primary school starting age (years),SE.PRM.AGES,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
