AAAIndicator Name,Unnamed: 0,Unnamed: 0.1,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Population in urban agglomerations of more than 1 million,541,593,India,IND,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,103883842.0,107151276.0,110541149.0,114043995.0,117679049.0,121446768.0,125358087.0,129149208.0,132561940.0,136084517.0,139726105.0,143475670.0,147352893.0,151357291.0,155499439.0,159766970.0,164182455.0,168745527.0
Population in urban agglomerations of more than 1 million (% of total population),542,594,India,IND,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.0209397314,11.1514273977,11.2878820611,11.429346907,11.5779921712,11.7342522477,11.899415218,12.0487574362,12.1595334817,12.2779007854,12.4044485384,12.5380034416,12.6800082546,12.8303072465,12.9900026599,13.1584017925,13.3374916148,13.5272809815
"Population, female (% of total)",543,595,India,IND,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.2295019155,48.2243593267,48.2196914796,48.2153409354,48.2110421591,48.2064063541,48.201192171,48.1955340883,48.1896348689,48.183445313,48.1769032085,48.1700687445,48.1628208968,48.1554610883,48.1489395372,48.1444482275,48.1427460764,48.1441358347
"Population, total",544,596,India,IND,"Population, total",SP.POP.TOTL,942604211.0,960874982.0,979290432.0,997817250.0,1016402907.0,1034976626.0,1053481072.0,1071888190.0,1090189358.0,1108369577.0,1126419321.0,1144326293.0,1162088305.0,1179685631.0,1197070109.0,1214182182.0,1230984504.0,1247446011.0
"PPP conversion factor, GDP (LCU per international $)",619,671,India,IND,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,7.96307373571,8.50730580253,8.98766081667,9.40869136676,10.0532398976,10.2055355306,10.3421857686,10.4369040583,10.6610460394,10.8569010103,11.171323273,11.2816414448,11.6483461491,11.9995061062,12.7883649866,13.4615972383,14.4939402332,15.1094346164
"PPP conversion factor, private consumption (LCU per international $)",620,672,India,IND,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,7.12552780402,7.63977719615,8.08852033624,8.47000010701,9.44405426528,9.67341768706,9.73261061196,9.81388147026,10.0849758408,10.2364200427,10.3450879081,10.4304965495,10.7255062151,11.0922937992,11.5743508779,12.8791295567,14.190896152,14.9751616514
Prevalence of anemia among children (% of children under 5),621,673,India,IND,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,72.8,72.1,71.3,70.6,69.7,68.8,68.1,67.3,66.7,66.1,65.5,64.7,63.9,62.9,62.0,60.9,60.0,59.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),622,674,India,IND,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.9,53.9,53.9,54.0,54.1,54.2,54.4,54.5,54.5,54.5,54.4,54.0,53.4,52.5,51.4,50.2,48.9,47.8
Prevalence of anemia among pregnant women (%),623,675,India,IND,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,53.3,53.6,54.0,54.3,54.5,54.8,55.0,55.1,55.2,55.3,55.3,55.2,55.0,54.7,54.4,54.2,53.9,53.6
Price level ratio of PPP conversion factor (GDP) to market exchange rate,625,677,India,IND,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,0.253619247739,0.254235916668,0.25316760123,0.253205419155,0.239009083324,0.235507829402,0.226377860998,0.218832457719,0.220241864354,0.236263554981,0.248628715174,0.254816542855,0.257424858818,0.298045143433,0.278046619239,0.283738351738,0.318113265673,0.31406343064
"Primary education, duration (years)",626,678,India,IND,"Primary education, duration (years)",SE.PRM.DURS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Primary school starting age (years),628,682,India,IND,Primary school starting age (years),SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),645,699,India,IND,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,42.3990523241,42.1428589594,41.8854381812,41.6766457929,41.4165651093,41.2048201963,40.9420293194,41.6164045416,42.2891547881,42.9602905156,43.6298083756,44.2977192965,42.3913009426,40.5832324269,38.8753032404,37.1463710078,35.3960387392,34.6201720804
Renewable energy consumption (% of total final energy consumption),650,705,India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,55.6752765424,54.8978207455,54.1769142342,52.9224545718,53.2725935444,52.43311531,52.3787225267,52.6332421381,51.4171419316,51.6720251389,50.5004513483,49.4450169898,48.009581331,46.8899204723,44.9779354886,41.7818754711,40.6255293829,39.854130042
Rural population,654,709,India,IND,Rural population,SP.RUR.TOTL,693766125.0,705214976.0,716674117.0,728127204.0,739534755.0,750844493.0,762014464.0,772638445.0,782276276.0,791686221.0,800850345.0,809782501.0,818470414.0,826888846.0,835004284.0,842800278.0,850240997.0,857294797.0
Rural population (% of total population),655,710,India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,73.601,73.393,73.183,72.972,72.76,72.547,72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724
Rural population growth (annual %),656,711,India,IND,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.6597725044,1.63677787931,1.61185413866,1.58545354888,1.55455153158,1.51772847269,1.47669733888,1.38456724092,1.23967627263,1.19571554368,1.15089667004,1.10915999188,1.06715552229,1.02330301543,0.976657567405,0.929315640623,0.8789823398,0.826201143144
"Secondary education, duration (years)",661,725,India,IND,"Secondary education, duration (years)",SE.SEC.DURS,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
"Services, etc., value added (% of GDP)",662,735,India,IND,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.322752757,46.3417743201,46.2737586609,47.7026564359,48.4678974835,50.273503052,50.97828877,51.994133135,53.133684852,53.2478219136,53.0463894712,53.0558121461,52.8699479988,52.7117517123,53.9280270216,54.5039462802,54.6392589325,48.5202383953
Surface area (sq. km),675,751,India,IND,Surface area (sq. km),AG.SRF.TOTL.K2,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0
"Survival to age 65, female (% of cohort)",676,752,India,IND,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,59.93179,60.63713,61.34246,62.047803,62.78449,63.52118,64.25787,64.99455,65.731239,66.43694,67.14265,67.84835,68.55405,69.259762,69.69322,70.12669,70.56015,70.99361
"Survival to age 65, male (% of cohort)",677,753,India,IND,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,53.71492,54.20816,54.70139,55.194635,55.69131,56.18799,56.68467,57.18134,57.678019,58.15174,58.62546,59.09918,59.5729,60.046619,60.47723,60.90784,61.33845,61.76906
"Tuberculosis case detection rate (%, all forms)",700,783,India,IND,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,55.0,59.0,61.0,53.0,50.0,55.0,49.0,47.0,46.0,46.0,48.0,49.0,52.0,56.0,58.0,60.0,60.0,60.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",706,799,India,IND,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.59999990463,3.90000009537,3.90000009537,4.19999980927,3.79999995232,4.40000009537,4.30000019073,3.79999995232,4.19999980927,3.90000009537,3.90000009537,4.09999990463,4.09999990463,3.70000004768,4.09999990463,3.90000009537,3.29999995232,3.29999995232
"Unemployment, total (% of total labor force) (modeled ILO estimate)",707,801,India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.70000004768,4.0,4.0,4.19999980927,4.09999990463,4.40000009537,4.30000019073,4.0,4.30000019073,3.90000009537,3.90000009537,4.40000009537,4.30000019073,3.70000004768,4.09999990463,3.90000009537,3.5,3.5
Urban population,711,809,India,IND,Urban population,SP.URB.TOTL,248838086.0,255660006.0,262616315.0,269690046.0,276868152.0,284132133.0,291466608.0,299249745.0,307913082.0,316683356.0,325568976.0,334543792.0,343617891.0,352796785.0,362065825.0,371381904.0,380743507.0,390151214.0
Urban population (% of total),712,810,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,26.399,26.607,26.817,27.028,27.24,27.453,27.667,27.918,28.244,28.572,28.903,29.235,29.569,29.906,30.246,30.587,30.93,31.276
Urban population growth (annual %),713,811,India,IND,Urban population growth (annual %),SP.URB.GROW,2.73300802439,2.70460322807,2.68456284431,2.65792331377,2.62680855213,2.58979796943,2.54860599084,2.63530453941,2.85390495412,2.8084855847,2.76719493378,2.71934417536,2.67624692341,2.63619532582,2.59338210327,2.54048916716,2.48950144618,2.44084537363
